Autoria;Localização de onde foi publicada a obra referenciada;Data de publicação da obra referenciada;Língua da publicação - tradução;Localização da autoria original;Referência completa como consta no artigo;;;;;;;;;;;;;;;;;;;;;
COLLIN, Françoise;Bélgica ;1992;Francês ;Bélgica;COLLIN, Françoise. Praxis de la différence. Provenances de la Pensée, Cahiers du Grif, Printemps, 1992, pp.131-132.;;;;;;;;;;;;;;;;;;;;;
COLLIN, Françoise;Bélgica;1992;Francês ;Bélgica;COLLIN, Françoise. Un héritage sans testament. Les enfants des femmes, Cahiers du Grif, Complexe, 1992, p.150.;;;;;;;;;;;;;;;;;;;;;
CRAMPE-CASNABET, Michèle;França ;1991;Francês ;França;CRAMPE- CASNABET, Michèle. Saisie dans les Œuvres philoso-phiques (XVIIIème siècle). In: Histoire des Femmes en Occident. Paris, Plon, 1991, vol. 3 (XVI-XVIIIèmes siècles), pp.337.;;;;;;;;;;;;;;;;;;;;;
DARMON, Pierre;França ;1977;Francês ;França;DARMON, Pierre. Le mythe de la procréation à l’âge baroque. J.J.Pauvert, 1977, p.175.;;;;;;;;;;;;;;;;;;;;;
DARMON, Pierre;França;1983;Francês ;França;DARMON, Pierre. Mythologie de la femme dans l'Ancienne France. Seuil, 1983, p.172.;;;;;;;;;;;;;;;;;;;;;
DELEUZE, Gilles e GUATTARI, Félix;França ;1991;Francês ;França;DELEUZE, Gilles et GUATTARI, Félix. Qu'est-ce que la philosophie? Minuit, 1991, p.8;;;;;;;;;;;;;;;;;;;;;
FERNANDES, Rogério;Portugal;1978;Português;Portugal;FERNANDES, R. O pensamento pedagógico em Portugal. Instituto de Cultura Portuguesa, Lisboa, 1978, p.85.;;;;;;;;;;;;;;;;;;;;;
FOUCAULT, Michel;França;1976;Francês ;França;FOUCAULT, Michel. Histoire de la sexualité. 1. La volonté de savoir. Gallimard, 1976, p.78.;;;;;;;;;;;;;;;;;;;;;
FOUCAULT, Michel;França;1966;Francês ;França;FOUCAULT, Michel. Les mots et les choses. Une archéologie des sciences humaines. Gallimard, 1966.;;;;;;;;;;;;;;;;;;;;;
FRANCO, Francisco de Mello;Portugal ;1790;Português;Portugal;FRANCO, F. Mello. Prefácio. In: Tratado de Educação fysica dos meninos para uso da Nação Portuguesa. Officina da Academia Real das Sciencias, 1790.;;;;;;;;;;;;;;;;;;;;;
GAGNEBIN, Jeanne-Marie;Bélgica;1992;Francês ;França;GAGNEBIN, Jeanne-Marie. Les joueuses de flûte... Provenances de la Pensée, Cahiers du Grif, Printemps 92, 1992, p.27.;;;;;;;;;;;;;;;;;;;;;
GIL, José;Portugal ;1980;Português;Portugal;GIL, José. As metamorfoses do corpo . Lisboa, A Regra do Jogo, 1980.;;;;;;;;;;;;;;;;;;;;;
GOUX, Jean-Joseph;Portugal ;1978;Francês ;França;GOUX, Jean-Joseph. Diferença sexuada e imaginário da história. In: VERDIGLIONE, A. (ed.) Sexualidade e Poder. Lisboa, Edições 70, 1978, pp.214-215.;;;;;;;;;;;;;;;;;;;;;
HEIDEGGER, Martin;França ;1968 (original 1943);Francês (tradução DE>FR);Alemanha;HEIDEGGER, Martin. [1943] De l’essence de la vérité. In: Questions I. Gallimard, 1968.;;;;;;;;;;;;;;;;;;;;;
HOFFMANN, Paul;França;1977;Francês ;França;HOFFMANN, Paul. La femme dans la pensée des Lumières. Ophris, 1977, p.555.;;;;;;;;;;;;;;;;;;;;;
IRIGARAY, Luce;França;1977;Francês ;França;IRIGARAY, Luce. Ce sexe qui n'en est pas un. Minuit, 1977;;;;;;;;;;;;;;;;;;;;;
IRIGARAY, Luce;França;1989;Francês ;França;IRIGARAY, Luce. Le Temps de la Différence. Pour une révolution pacifique. Le Livre de poche, 1989, p.25.;;;;;;;;;;;;;;;;;;;;;
JOAQUIM, Teresa;Portugal;1983;Português;Portugal;JOAQUIM, Teresa. Dar à luz, ensaio sobre as práticas e crenças da gravidez, parto e pós-parto em Portugal. Col. Portugal de perto, Publ. D. Quixote, 1983.;;;;;;;;;;;;;;;;;;;;;
JOAQUIM, Teresa;Portugual;sd;Português;Portugal;JOAQUIM, Teresa. Menina e Moça, A construção social da feminilidade. Op.cit., p.451.;;;;;;;;;;;;;;;;;;;;;
KNIBIEHLER, Yvonne;França;1997;Francês ;França;KNIBIEHLER, Yvonne. La révolution maternelle,. Femmes, maternité, citoyenneté depuis 1945. Perrin, 1997.;;;;;;;;;;;;;;;;;;;;;
KOFMAN, Sarah;Bélgica;1992;Francês ;Bélgica;KOFMAN, Sarah. La question des femmes. Provenances de la Pensée, Cahiers du Grif, Printemps 92, 1992, pp.65-74;;;;;;;;;;;;;;;;;;;;;
KOFMAN, Sarah;Bélgica ;sd;Francês ;Bélgica;KOFMAN, Sarah. L'énigme de la femme. Op.cit., pp.48-49.;;;;;;;;;;;;;;;;;;;;;
LÉDOEUFF, Michèle;França ;1989;Francês ;França;L DOEUFF, Michèle. L'étude et le rouet. 1. Des femmes, de la philosophie, etc. Seuil, 1989, p.152.;;;;;;;;;;;;;;;;;;;;;
LAQUEUR, Thomas;França;1992; Francês ;França;LAQUEUR, Thomas. La fabrique du sexe. Essai sur le corps et le genre en Occident. Gallimard, 1992, pp.162 e 167.;;;;;;;;;;;;;;;;;;;;;
LAQUEUR, Thomas;EUA;1990;Inglês ;EUA;LAQUEUR, Thomas. Making sex body and gender from the Greeks to Freud. Harvard University Press, 1990.;;;;;;;;;;;;;;;;;;;;;
MACHADO, José Pedro;Portugal;1967; Português;Portugal;MACHADO, J. P. Dicionário Etimológico Português. II vol., 1967, p.1307.;;;;;;;;;;;;;;;;;;;;;
MATHIEU, Nicole-Claude;França ;1985;Francês;França;MATHIEU, Nicole-Claude. (ed.) L'arraisonnement des femmes. Essais en anthropologie des sexes, Cahiers de l'Homme, XXIV. Paris, ed. E.H.E.S.S., 1985, p.40.;;;;;;;;;;;;;;;;;;;;;
MATTOSO, José;Portugal;1982; Português;Portugal;MATTOSO, José. Problemas sobre a estrutura da Família na Idade Média. Bracara Augusta, nº 81-82, 1982, pp.202, 315-316.;;;;;;;;;;;;;;;;;;;;;
MEAD, Margaret;França;1982 (original 1928);Francês (tradução EN>FR);EUA;MEAD, Margaret. [1928] Moeurs et sexualité en Océanie. Plon, 1982.;;;;;;;;;;;;;;;;;;;;;
ROUSSEAU, Jean-Jacques;França ;1978 (original 1762);Francês ;França;ROUSSEAU, Jean-Jacques. [1762] Emile ou de l'Education. Editions Sociales, 1978, pp.233-234.;;;;;;;;;;;;;;;;;;;;;
SCHNEIDER, Monique;França ;1979;Francês ;França;SCHNEIDER, Monique. De l'exorcisme à la psychanalyse – le féminin expurgé. Retz, 1979.;;;;;;;;;;;;;;;;;;;;;
THOMAS, Antoine Léonard;França ;1771;Francês ;França;THOMAS, A. Leonard. Essai sur le caractère, les moeurs et l'esprit des femmes dans les différens siècles. Chez Moutard, 1771.;;;;;;;;;;;;;;;;;;;;;
THOMAS, Yan;França ;1991;Francês ;França;THOMAS, Yan. La division des sexes en droit romain. In: SCHMITT PANTEL, P. (ed.) Histoire des Femmes en Occident. Plon, 1991, vol.1 – L'Antiquité, p.156;;;;;;;;;;;;;;;;;;;;;
BOURDIEU, Pierre;França;1990;Francês ;França;BOURDIEU, Pierre. La domination masculine. Masculin/Féminin, Actes de Recherche en Sciences Sociales, nº 84, pp.4-31, 1990;;;;;;;;;;;;;;;;;;;;;
BOURDIEU, Pierre;França ;1998;Francês ;França;BOURDIEU, Pierre. La domination masculine. Seuil, 1998;;;;;;;;;;;;;;;;;;;;;
VERDIER, Yvonne;França ;1979;Francês ;França;VERDIER, Yvonne. Façons de dire, façons de faire – la laveuse, la couturière, la cuisinère. Gallimard, 1979.;;;;;;;;;;;;;;;;;;;;;
VERNEY, Luís António;Portugal;1952 (original 1746); Português;Portugal;VERNEY, Luís António. [1746] Verdadeiro Método de Estudar. Sá da Costa, 1952, p.125.;;;;;;;;;;;;;;;;;;;;;
WEEKS, Jeffrey;EUA e Inglaterra;1989;Inglês ;EUA e Inglaterra;WEEKS, Jeffrey. Sex, Politics and Society. The regulation of sexuality since 1800. London and New York, Longman, 1989, p.144.;;;;;;;;;;;;;;;;;;;;;
YOUNG-BRUEHL, Elisabeth;Bélgica ;1991;Francês (tradução EN>FR);Bélgica;YOUNG-BRUEHL, Elisabeth. Les histoires de Hannah Arendt. Hannah Arendt, Les Cahiers du Grif, nº 33, 1991, p.37.;;;;;;;;;;;;;;;;;;;;;
ALVAREZ, Sonia E. e DAGNINO, Evelina;Brasil ;1995; Português;Brasil;ALVAREZ Sonia E. e DAGNINO, Evelina. Para além da “democracia realmente existente”: Movimentos Sociais, a Nova Cidadania e a Configuração de Espaços Públicos Alternativos. Trabalho apresentado no XIX Encontro Anual da ANPOCS, Caxambu, Minas Gerais, outubro de 1995.;;;;;;;;;;;;;;;;;;;;;
ALVAREZ, Sonia E.;EUA;1990;Inglês ;EUA;ALVAREZ, Sonia E. Engendering Democracy in Brazil: Women's Movements in Transition Politics. Princeotn, Princeton University Press, 1990.;;;;;;;;;;;;;;;;;;;;;
ALVES, Maria Helena Moreira;EUA;1985;Inglês ;EUA;ALVES, Maria Helena Moreira. State and Opposition in Military Brazil. Austin, University of Texas Press, 1985;;;;;;;;;;;;;;;;;;;;;
AQUINO, Estela de e COSTA, Dina C.;Brasil;1983; Português;Brasil;AQUINO, Estela de e COSTA, Dina C. Entrevista realizada com Betânia, integrante do grupo SOS-Corpo, Recife. Julho de 1983.;;;;;;;;;;;;;;;;;;;;;
CASTRO, Mary Garcia e LAVINAS, Lena;Brasil;1992; Português;Brasil;ASTRO, Mary Garcia e LAVINAS, Lena. Do feminismo ao gênero: A construção de um Objeto. In: COSTA, Albertina e BRUSCHINI, Cristina. (eds.) Uma Questão de Gênero. Rio de Janeiro, Rosa dos Tempos/Fundação Carlos Chagas, 1992.;;;;;;;;;;;;;;;;;;;;;
ÁVILA, Maria Betânia;Brasil ;1993; Português;Brasil;ÁVILA, Maria Betânia. Modernidade e cidadania reprodutiva. Revista Estudos Feministas, segundo semestre de 1993, p.392.;;;;;;;;;;;;;;;;;;;;;
ÁVILA, Maria Betânia;Brasil;1995; Português;Brasil;ÁVILA, Maria Betânia. PAISM: Um Programa de Saúde para o Bem Estar de Gênero. Recife, SOS-Corpo, 1995, p.7.;;;;;;;;;;;;;;;;;;;;;
BADEN, Sally e GOETZ, Anne Marie;EUA;1997;Inglês ;EUA;BADEN, Sally e GOETZ, Anne Marie. Who Needs [Sex] When You Can Have [Gender]? Conflicting Discourses on Gender at Beijing. In: STAUDT, Kathleen. (ed.) Women, International Development and Politics: The Bureaucratic Mire. Philadelphia, Temple University Press, 1997.;;;;;;;;;;;;;;;;;;;;;
BOSTON WOMEN'S HEALTH BOOK COLLECTIVE;EUA;1971;Inglês ;EUA;BOSTON WOMEN’S HEALTH COURSE COLLECTIVE Our Bodies, Ourselves. Boston, New England Free Press, 1971, p.4.;;;;;;;;;;;;;;;;;;;;;
CAMURÇA, Silvia e GOUVEIA, Taciana;Brasil ;1995; Português;Brasil;CAMURÇA e GOUVEIA. Cidade, cidadania: um olhar a partir das mulheres. Recife, SOS Corpo, Gênero e Cidadania, 1995, p.32.;;;;;;;;;;;;;;;;;;;;;
CAMURÇA, Silvia e GOUVEIA, Taciana;Brasil;1995; Português;Brasil;CAMURÇA, Silvia e GOUVEIA, Taciana. O que é gênero? Um novo desafio para a ação das mulheres trabalhadoras rurais. Recife, MMTR/DED/SOS Corpo - Gênero e Cidadania, 1995, p.5.;;;;;;;;;;;;;;;;;;;;;
CASTRO, Mary Garcia;Brasil;1991; Português;Brasil;CASTRO, Mary Garcia. A dinâmica entre classe e gênero na América Latina: Apontamentos para uma Teoria Regional sobre gênero. In: Mulher e Políticas Públicas. Rio de Janeiro, IBAM/UNICEF, 1991.;;;;;;;;;;;;;;;;;;;;;
CLIFFORD, James;EUA;1989;Inglês ;EUA;CLIFFORD, James. Notes on Travel and Theory. Inscriptions: Traveling Theories, Traveling Theorists (5), 1989;;;;;;;;;;;;;;;;;;;;;
COLEMAN, Elizabeth;EUA;1994;Inglês ;EUA;COLEMAN, Elizabeth. From Population Control to Reproductive Health. Relatório da Fundação Ford, verão de 1994;;;;;;;;;;;;;;;;;;;;;
CORRÊA, Sônia;Brasil;sd; Português;Brasil;CORRÊA, Sônia. Uma recusa da maternidade? Causas e Condições da Esterilização Feminina Voluntária na Rede Metropolitana do Recife. In: Portella, Ana Paula. (ed.) Direitos;;;;;;;;;;;;;;;;;;;;;
COSTA, Ana Alice A. e SARDENBERG, Cecília M. B.;Brasil;1994; Português;Brasil;COSTA, Ana Alice A. e SARDENBERG, Cecília M. B. Teoria e praxis feministas na academia: Os Núcleos de Estudos sobre a Mulher nas Universidades Brasileiras. Revista Estudos Feministas, número especial, 1994, p.6.;;;;;;;;;;;;;;;;;;;;;
COSTA, Cláudia Lima;México;1997;Inglês ;México;COSTA, Cláudia Lima. Being There and Writing Here: Gender and the Politics of Translation in a Brazilian Landscape. Paper presented at the XX International Congress of the Latin American Studies Association, Guadalajara, April, 1997;;;;;;;;;;;;;;;;;;;;;
FEINBERG, Madaline;EUA;1996;Inglês ;EUA;FEINBERG, Madaline. The Boston Women's Health Book Collective Celebrates Its 25th Anniversary! The Network News 21, no. 3 May/June 1996.;;;;;;;;;;;;;;;;;;;;;
FERNANDES, Cida e CAMURÇA, Sílvia;Brasil ;1995; Português;Brasil;FERNANDES Cida e CAMURÇA, Sílvia. Relações de cooperação ao 38 desenvolvimento e a política de gênero: Experiências e Perspectivas no Brasil. Anais do Seminário sobre Saúde, Recife, SOS-Corpo: Gênero e Cidadania, outubro de 1995, p.41.;;;;;;;;;;;;;;;;;;;;;
FRASER, Nancy;EUA;1997;Inglês ;EUA;FRASER, Nancy. Rethinking the Public Sphere. In: Justice Interruptus: Critical Rleflections on the “Post-Socialist”Condition. New York, Routledge, 1997.;;;;;;;;;;;;;;;;;;;;;
GERSON, Deborah A.;EUA;1996;Inglês ;EUA;GERSON, Deborah A. Speculums and Small Groups: New Visions of Female Bodies. In: Practice from Pain: Building a Women's Movement through Consciousness Raising, PhD dissertation, UC Berkeley, 1996.;;;;;;;;;;;;;;;;;;;;;
HARTMANN, Betsy;EUA;1995;Inglês ;EUA;HARTMANN, Betsy. Reproductive Rights and Wrongs: The Global Politics of Population Control. Boston, South End Press, 1995.;;;;;;;;;;;;;;;;;;;;;
JOHN, Mary E.;EUA;1996;Inglês ;EUA;JOHN, Mary E. Discrepant Dislocations: Feminism, Theory, and Postcolonial Histories. Berkeley, University of California Press, 1996;;;;;;;;;;;;;;;;;;;;;
KAPLAN, Caren e GREWAL, Inderpal;EUA;1994;Inglês ;EUA;KAPLAN, Caren e GREWAL, Inderpal. Introduction: Transnational Feminist Practices and Questions of Postmodernity. In: KAPLAN, Caren e GREWAL, Inderpal. (eds.) Scattered Hegemonies: Postmodernity and Transnational Feminist Practices. Mineapolis, University of Minesota Press, 1994;;;;;;;;;;;;;;;;;;;;;
KECK, Margaret E. e SIKKINK, Kathryn;EUA;1998;Inglês ;EUA;KECK, Margaret E. e SIKKINK, Kathryn. Activists Beyond Borders: Advocacy Networks in International Politics. Ithaca, Cornell University Press, 1998.;;;;;;;;;;;;;;;;;;;;;
MANI, Lata;EUA;1989;Inglês ;EUA;MANI, Lata. Multiple Mediations: Feminist Scholarship in the Age of Multinational Reception. Inscriptions: Traveling Theories, Traveling Theorists (5), 1989.;;;;;;;;;;;;;;;;;;;;;
MOLYNEUX, Maxine;EUA;1986;Inglês ;EUA;"MOLYNEUX, Maxine. Mobilization without Emancipation? Women’s Interests, State and Revolution in Nicaragua. In: FAGEN, Richard; DEERE, Carmem Diana e CORAGGIO, José Luis. (eds.) Transition and Development: Problems of Third World Socialism. New York, Monthly Review Press, 1986.";;;;;;;;;;;;;;;;;;;;;
RATHGEBER, Eva M.;EUA;1990;Inglês ;EUA;RATHGEBER, Eva M. WID, WAD GAD: Trends in Research and Practice. The Journal of Developing Areas 24, July 1990;;;;;;;;;;;;;;;;;;;;;
RAZAVI, Shahrashoub e MILLER, Carol;Suíça ;1995;Inglês ;Suíça;RAZAVI, Shahrashoub e MILLER, Carol. From WID to GAD: Conceptual Shifts in the Women and Development Discourse. Occasional paper, Geneva, UNRISD, 1995.;;;;;;;;;;;;;;;;;;;;;
SAFFIOTI, Heleieth;Brasil;1992; Português;Brasil;SAFFIOTI, Heleith. Rearticulando gênero e classe social. In: COSTA, Albertina de Oliveira and BRUSCHINI, Cristina. (eds.) Uma Questão de Gênero. Rio de Janeiro, Editora Rosa dos Tempos/Fundação Carlos Chagas, 1992.;;;;;;;;;;;;;;;;;;;;;
SAID, Edward W.;EUA;1983;Inglês ;EUA;SAID, Edward W. Traveling Theory. In: The World, the Text and the Critic. Cambridge, Harvard University Press, 1983.;;;;;;;;;;;;;;;;;;;;;
SANTOS, Maria Cecilia MacDowell dos;EUA;1998;Inglês ;EUA;SANTOS, Maria Cecilia MacDowell dos. The Battle for a Feminist State within a Context of Globalization: The Case of Women’s Police Stations in São Paulo, Brazil. Trabalho apresentado no XXI Congresso Internacional da Associação de Estudos Latinoamericanos (Latin American Studies Association), Chicago, 24-26 de setembro, 1998, p.12.;;;;;;;;;;;;;;;;;;;;;
SKIDMORE, Thomas;EUA;1989;Inglês ;EUA;SKIDMORE, Thomas. Brazil’s Slow Road to Democratization: 1974-1985. In: STEPAN, Alfred. (ed.) Democratizing Brazil: Problems of Transition and Consolidation. New York, Oxford University Press, 1989.;;;;;;;;;;;;;;;;;;;;;
ANDERSEN, Margaret L.;EUA;1993;Inglês ;EUA;ANDERSEN, Margaret L. Thinking About Women: Sociological and Feminist Perspectives. 3 ed, New York, Macmillan, 1993.;;;;;;;;;;;;;;;;;;;;;
CALDERON, Roberto e ZAMORA, Emilio;EUA;1993;Inglês ;EUA;CALDERON, Roberto and ZAMORA, Emilio. Manuela Solis Sager and Emma Tenayuca: “A Tribute”. In: Chicano Voices: Intersection of Class, Race, and Gender. National Association for Chicago Studies, Albuquerque, University of New Mexico Press, 1993.;;;;;;;;;;;;;;;;;;;;;
CASTRO, Mary Garcia;Portugal ;1997; Português;Portugal;CASTRO, Mary Garcia. Intolerâncias, Estranhamentos e Identidades. Ser Estrangeiro, Ser Estrangeira. Notas para Pesquisas Politicas de Identidades na Politica Latinos, Latinas nos EEUU, I Simposio Internacional sobre a Emigração Brasileira, Casa do Brasil de Lisboa, Consulado Geral do Brasil em Lisboa e Centro de Estudos de Migrações Internacionais/ Universidade de Campinas, Lisboa 22 a 25 de Outubro de 1997.;;;;;;;;;;;;;;;;;;;;;
CLARK, Septima P. e BROWN, Cynthia Stokes;EUA;1986;Inglês ;EUA;CLARK, Septima P. and BROWN, Cynthia Stokes. Ready from Within: Septima Clark and the Civil Rights Movement. Navarro, California, Wild three Press, 1986.;;;;;;;;;;;;;;;;;;;;;
COLLINS, Patricia Hill;EUA;1990;Inglês ;EUA;COLLINS, Patricia Hill. Black Feminist Thought, Knowledge, Consciousness and the Politics of Empowerment: Perspectives on Gender. Volume 2, Boston, Unwin Hyman, 1990.;;;;;;;;;;;;;;;;;;;;;
EVANS, Sara;EUA;1989;Inglês ;EUA;EVANS, Sara. Born for Liberty: A History of Women in America. New York, Free Press, 1989.;;;;;;;;;;;;;;;;;;;;;
EVANS, Sara;EUA;1980;Inglês ;EUA;EVANS, Sara. Personal Politics, The Roots of Women’s Liberation in the Civil Rights Movement and the New Left. New York, Vintage Books, 1980.;;;;;;;;;;;;;;;;;;;;;
FLORES, Francesca;EUA;1971;Inglês ;EUA;FLORES, Francesca. Conference of Mexican Women in Houston. Regeneration 1: 1-4, 1971.;;;;;;;;;;;;;;;;;;;;;
FRIEDAN, Betty;EUA;1983 (original 1963);Inglês ;EUA;FRIEDAN, Betty. The Feminine Mystique. New York, Dell., 1983.;;;;;;;;;;;;;;;;;;;;;
GRISWOLD DEL CASTILLO, Richard;EUA;1984;Espanhol;EUA;GRISWOLD DEL CASTILLO, Richard. La Familia: Chicago Families in the Urban Southwest 1848 to the Present. Notre Dame, Ind., Universty of Notre Dame Press, 1984;;;;;;;;;;;;;;;;;;;;;
HERNANDEZ-GUTIERREZ, Manuel de Jesús;EUA;1994;Espanhol;EUA;HERNANDEZ-GUITERREZ, M. El Colonialismo interno en la Narrativa Chicana. Tempe, Arizona, Bilingual Press/Editorial Bilingue, 1994 - citado em CORDOVA, Teresa. Foreword. In: Chicana Voices: Intersections of Class, Race, and Gender. Albuquerque, University of New Mexico Press, 1993.;;;;;;;;;;;;;;;;;;;;;
HOLE, Judith e LEVINE, Ellen;EUA;1984;Inglês ;EUA;HOLE, Judithy and LEVINE, Ellen. The First Feminist. In: FREEMAN, Jo. (ed.) Women: A Feminist Perspective. 3 ed., Palo Alto, California, Mayfield Publishing Company, 1984;;;;;;;;;;;;;;;;;;;;;
LINDEN-WARD, Blanche e GREEN, Carol Hund;EUA;1993;Inglês ;EUA;LINDEN-WARD, Blanche and GREEN, Carol Hund. American Women in the 1960’s: Changing the Future. New York, Twayne Publishers, 1993.;;;;;;;;;;;;;;;;;;;;;
MARTINEZ, Alice I.;México;1997;Espanhol;México;MARTINEZ, Alice I. La identidad Feminina: Crisis y Construcción. In: TARRES, Maria Luisa. (compiladora) La Voluntad de Ser Mujeres en los Noventa. El Colegio de Mexico, Mexico, 1997.;;;;;;;;;;;;;;;;;;;;;
MIRANDÉ, Alfredo e ENRÍQUEZ, Evangelina;EUA;1979;Bilíngue (inglês e espanhol);EUA;MIRANDÉ, A. e ENRÍQUEZ, E. La Chicana. Chicago, The University of Chicago Press, 1979;;;;;;;;;;;;;;;;;;;;;
GARCÍA, Alma M.;EUA;1995;Inglês ;EUA;GARCÍA, Alma. The Development of Chicana Feminist Discourse 1970-1980. In: LOPEZ, Antoinnette Sedillo. (ed.) Latinos in the United State. Vol. 2 - Latina Issues: Fragments of Historia, New York, Garland, 1995.;;;;;;;;;;;;;;;;;;;;;
OROZCO, Cynthia;EUA;1993;Inglês ;EUA;OROZCO, Cynthia. Sexism in Chicano Studies and the Community. In: Chicana Voices: Intersection of Class, Race and Genderf. National Association for Chicago Studies, Albuquerque, University of New Mexico Press, 1993.;;;;;;;;;;;;;;;;;;;;;
SCHMUKLER, Beatriz;Argentina;1997;Espanhol;Argentina;SCHMUKLER, Beatriz. Las Madres com Compañero Viviente. In: SCHMUKLER, B. y DI MARCO, Graciela. (orgs.) Madres y Democratización de la Familia en la Argentina Contemporánea. Buenos Aires, Editorial Biblios, Biblioteca de las Mujeres, 1997.;;;;;;;;;;;;;;;;;;;;;
SOLOMON, Irvin D.;EUA;1989;Inglês ;EUA;SOLOMON, Irvin D. Feminism and Black Activism in Contemporary America: An Ideological Assessment. Women’s Studies, nº 106, New York, Greenwood Press, 1989.;;;;;;;;;;;;;;;;;;;;;
STANDLEY, Anne;EUA;1990;Inglês ;EUA;"STANDLEY, Anne. The Role of Black Women in the Civil Rights Movement. In: CRAWFORD, Vick L.; ROUSE, Jacqueline Anne and WOOD, Barbara. (eds.) Women in the Civil Rights Movement: Trailblazers and Torchbearers. Brooklin, N.Y., Carlson Publishing, Inc., 1990.";;;;;;;;;;;;;;;;;;;;;
VASQUEZ, Richard;EUA;1971;Inglês ;EUA;VASQUEZ, Richard. Chicano. New York, Doubleday 1971.;;;;;;;;;;;;;;;;;;;;;
BENHABIB, Seyla;Inglaterra;1987;Inglês ;Inglaterra;BENHABIB, Seyla. The Generalized and the Concrete Other: The Kohlberg-Gilligan Controversy and Feminist Theory. In: BENHABIB, Seyla e CORNELL, Drucilla. (orgs.) Feminism as Critique. Cambridge, Polity Press, 1987, cap.IV.;;;;;;;;;;;;;;;;;;;;;
COSTA, Cláudia de Lima;Brasil;1994; Português;Brasil;COSTA, Cláudia de Lima. O Leito de Procusto: Gênero, Linguagem e as Teorias Feministas. Cadernos Pagu (2), Pagu/UNICAMP, 1994, pp.141-174.;;;;;;;;;;;;;;;;;;;;;
ARCHETTI, Eduardo P.;Argentina;1996;Inglês ;Argentina;ARCHETTI, Eduardo P. The potrero and the pibe: territory and belonging in the mythical account of Argentinian football. Paper presented at the Encuentro Internacional de la Articulación Social a la Globalización en la Antropología Latinoamericana, Buenos Aires, 15 August, 1996, p.10.;;;;;;;;;;;;;;;;;;;;;
